,Port,Navire,Type Navire,Jauge Brute,Tirant Eau Entree Avant,Tirant Eau Entree Arriere,Tirant Eau Sortie Avant,Tirant Eau Sortie Arriere,Nbr Remorque Accostage,Nbr Remorque Appareillage,Nbr Remorque Changement,Nbr Remorque Assistance,Provenances,Destinations,Armateur Disposant,Armateur Proprietaire,Date Entrée au Port,Heure Entrée au Port,Date Entree Mouillage,Heure Entree Mouillage,Date Sortie Mouillage,Heure Sortie Mouillage,Date Accostage,Heure Accostage,Date App Quai,Heure App Quai,Poste Accostage,Date Appareillage Port,Heure Appareillage Port,Longueur,Tirant Eau,Sejour Rade (Jours),Sejour Mouillage (Jours),Sejour Quai (Jours),Sejour Port (Jours),Marchandise DAP Import,Tonnage DAP Import,Marchandise DAP Export,Tonnage DAP Export
5020,CASABLANCA,LINDA,PORTE CONTENEUR,9131,6.4,7.2,6.0,7.0,0,0,0,0,"SANTA CRUZ DE TENERIFE , FERROL , LAS PALMAS DE GRAN CANARIA , ROTTERDAM , TILBURY , HUELVA , GIBRALTAR , HAMBURG",CADIZ,CMA-CGM,LANGH SHIP OY AB,21/02/2024,03:16,21/02/2024,03:17,21/02/2024,03:25,21/02/2024,06:25,21/02/2024,19:30,51,21/02/24,20:20,141.2,8.6,"0,00","0,01","0,55","0,71",CONTENEURS,1509.0,CONTENEURS,852.0
5021,CASABLANCA,GRANDE BENIN,ROULIER,47232,11.0,9.4,9.0,9.0,1,1,0,0,"GIOIA TAURO , SALERNO , GENOVA , HAMBURG",DAKAR,INARME COMPAGNIA DI NAVIGAZIONE SPA,INARME COMPAGNIA DI NAVIGAZIONE SPA,19/02/2024,17:16,19/02/2024,17:17,21/02/2024,13:23,21/02/2024,15:25,21/02/2024,20:10,71,21/02/24,20:53,210.92,9.75,"0,00","1,84","0,20","2,15",CONTENEURS,700.0,CONTENEURS,1500.0
5022,CASABLANCA,REPUBBLICA DEL BRASILE,ROULIER,51925,9.7,9.75,9.8,9.8,2,2,0,0,"SALERNO , GENOVA",DAKAR,GRIMALDI GROUPE NAPOLI,GRIMALDI GROUPE NAPOLI,18/02/2024,22:47,,,,,19/02/2024,00:15,21/02/2024,14:10,71,21/02/24,15:09,209.0,9.39,"0,00","0,00","2,58","2,68",CONTENEURS,700.0,CONTENEURS,1400.0
5023,CASABLANCA,SEALION,VRAQUIER,19943,9.15,9.6,4.5,4.6,2,2,1,0,DESTREHAN,A ORDRE,NAVARONE SA,NAVARONE SA,07/02/2024,04:48,07/02/2024 | 10/02/2024,04:49 | 09:10,09/02/2024 | 11/02/2024,07:29 | 11:15,11/02/2024,14:35,21/02/2024,20:45,"35 ,30",21/02/24,21:40,177.41,9.1,"0,00","3,20","10,26","14,70",TOURTEAUX DE SOJA,21231.0,,0.0
5024,CASABLANCA,CMA CGM SHAKESPEARE,PORTE CONTENEUR,25715,8.2,8.6,9.0,9.0,1,1,0,0,"GEMLIK , PIRAEUS , ALIAGA , DERINCE , VALENCIA , ISTANBUL",ALGECIRAS,SALTER SHIPPING S.A,CMA CGM,20/02/2024,02:26,,,,,20/02/2024,03:50,21/02/2024,05:35,52,21/02/24,06:35,177.5,9.51,"0,00","0,00","1,07","1,17",CONTENEURS,6600.0,CONTENEURS,1200.0
5025,CASABLANCA,OCEANUS,VRAQUIER,36362,10.0,10.0,4.3,7.42,2,2,0,0,GIJON,A ORDRE,FOSTER NAVIGATION CO.,FOSTER NAVIGATION CO.,15/02/2024,12:06,15/02/2024,12:07,15/02/2024,17:50,15/02/2024,18:50,21/02/2024,21:30,62,21/02/24,22:45,199.9,13.3,"0,00","0,24","6,11","6,44",CHARBON,41000.0,,0.0
5026,CASABLANCA,DUZGIT DIGNITY,TANKER,5770,5.1,5.6,4.0,5.0,0,0,0,0,BUCHANAN,A ORDRE,DSM GEMI ISLETMECILIGI A.S.,DUZGIT GEMI INSA,16/02/2024,19:21,16/02/2024,19:22,20/02/2024,22:15,20/02/2024,23:30,21/02/2024,22:50,13,21/02/24,23:43,124.12,7.24,"0,00","4,12","0,97","5,18",HUILE DE PALM,2700.0,,0.0
5027,CASABLANCA,CIELO DI RABAT,PORTE CONTENEUR,21531,11.0,11.0,8.0,8.0,1,1,0,0,TANGER MED,TANGER MED,D AMICO DRY MAROC,D AMICO DRY LTD,19/02/2024,13:46,,,,,19/02/2024,15:45,21/02/2024,15:10,74,21/02/24,15:45,182.0,11.55,"0,00","0,00","1,98","2,08",CONTENEURS,23406.0,CONTENEURS,8000.0
5028,CASABLANCA,WEC BOUMEESTER,PORTE CONTENEUR,5941,6.5,7.5,7.4,7.0,0,0,0,0,"LIVERPOOL , LE HAVRE , FIGUEIRA DA FOZ , ANTWERPEN , SETÚBAL , MOERDIJK , MONTOIR-DE-BRETAGNE , ROTTERDAM , HAMBURG",BARCELONA,HOLLAND MAAS SCHEEPVAARTBEHEER V,HOLLAND MAAS SCHEEPVAARTBEHEER V,20/02/2024,03:08,20/02/2024,03:09,20/02/2024,14:09,20/02/2024,15:00,21/02/2024,09:55,80,21/02/24,10:36,132.23,7.5,"0,00","0,46","0,79","1,31",CONTENEURS,250.0,CONTENEURS,300.0
5029,CASABLANCA,ATLANTIC ISLAND,CONVENTIONEL,3164,5.4,5.89,4.0,4.0,0,0,0,0,LISBOA,A ORDRE,ATLANTIC ISLAND SHIPPING CORP,ATLANTIC ISLAND SHIPPING CORP,17/02/2024,13:52,17/02/2024,13:59,18/02/2024,20:31,18/02/2024,21:25,21/02/2024,19:00,34,21/02/24,19:56,95.32,5.72,"0,00","1,27","2,90","4,25",SABLE,4700.0,,0.0
5030,CASABLANCA,CONTSHIP GIN,PORTE CONTENEUR,16137,8.5,9.6,7.0,8.0,2,2,0,0,"LE HAVRE , TANGER MED , ANTWERPEN , ROTTERDAM , TILBURY , VIGO , HAMBURG",AGADIR,CMA-CGM,NEMEA NAVIGATION S.A-LIBERIA,19/02/2024,06:58,,,,,19/02/2024,09:00,20/02/2024,07:20,54,20/02/24,08:13,161.3,9.5,"0,00","0,00","0,93","1,05",CONTENEURS,7538.0,CONTENEURS,4142.0
5031,CASABLANCA,KAMENARI,CONVENTIONEL,20236,9.75,9.75,4.22,6.31,3,2,0,0,NANTES,A ORDRE,DABINOVIC MONACO S.A.M,EVER ROCK NAVIGATION SA,02/02/2024,12:49,02/02/2024 | 10/02/2024,12:50 | 01:33,09/02/2024 | 17/02/2024,10:23 | 07:20,17/02/2024,08:55,20/02/2024,12:15,60,20/02/24,13:16,177.13,10.02,"0,00","14,14","3,14","18,02",BLE TENDRE,30300.068,,0.0
5032,CASABLANCA,JEAN PIERRE A,PORTE CONTENEUR,17687,8.0,8.4,7.0,7.0,2,1,0,0,"ISKENDERUN , LA SPEZIA , ALGECIRAS , BEIRUT , EL ISKANDARIYA (= ALEXANDRIA) , SALERNO",LEIXOES,TARROS LINES,MEGREZ SHIPPING CO LIMITED,18/02/2024,12:39,,,,,18/02/2024,14:00,20/02/2024,02:40,52,20/02/24,03:28,184.0,10.0,"0,00","0,00","1,53","1,62",CONTENEURS,7500.0,CONTENEURS,2500.0
5033,CASABLANCA,SEA BEAUTY,CONVENTIONEL,3796,5.0,5.1,2.8,4.0,0,0,0,0,LORIENT,A ORDRE,NIELS HANKIEWICZ CHARTERING GMBH,OPTMAL DENZCLK TAIMACILIK LTD.,16/02/2024,07:25,,,,,16/02/2024,08:50,19/02/2024,23:00,R2,20/02/24,00:06,100.7,5.5,"0,00","0,00","3,59","3,70",PNEUS DECHIQUETES,4000.0,,0.0
5034,CASABLANCA,OCTONAUT,TANKER,11570,4.2,7.0,3.8,6.8,2,2,0,0,ABIDJAN,A ORDRE,WOMAR LOGISTIXS PTE.LTD,"ORSON LIMITED, ST. GEORGE'S COURT",16/02/2024,15:34,16/02/2024,15:45,19/02/2024,15:25,19/02/2024,16:55,20/02/2024,22:10,12,20/02/24,23:15,145.53,9.7,"0,00","2,99","1,22","4,32",HUILE DE PALM,2002.0,,0.0
5035,CASABLANCA,MSC ELOISE,PORTE CONTENEUR,37902,10.5,10.5,10.5,10.5,2,2,0,0,"FREDERICIA , LE HAVRE , ANTWERPEN , ÅRHUS",LAS PALMAS DE GRAN CANARIA,MSC GENEVE,MSC SHIP MANAGEMENT LTD,19/02/2024,08:36,19/02/2024,08:37,19/02/2024,09:01,19/02/2024,15:15,20/02/2024,13:50,80,20/02/24,14:56,240.8,11.0,"0,00","0,02","0,94","1,26",CONTENEURS,6800.0,CONTENEURS,7400.0
5036,CASABLANCA,BREB CUXHAVEN,CONVENTIONEL,5630,6.9,6.9,3.5,5.0,1,0,0,0,KOPER,A ORDRE,MS VOGELSAND SCHIFFAHRTS GMBH & CO.,MS VOGELSAND SCHIFFAHRTS GMBH & CO.,16/02/2024,10:58,16/02/2024,11:07,16/02/2024,15:02,16/02/2024,16:30,20/02/2024,04:45,"10 ,13",20/02/24,05:57,108.2,7.01,"0,00","0,16","3,51","3,79",BOIS EN FARDEAUX PREELING,5281.0,CLINKER EN VRAC,7192.0
5037,CASABLANCA,DRAWSKO,VRAQUIER,20603,4.6,6.0,8.6,8.8,2,1,0,0,JORF LASFAR,GDANSK,ERATO ONE SHIPPING LTD,ERATO ONE SHIPPING LTD,17/02/2024,10:05,17/02/2024,10:06,17/02/2024,23:29,18/02/2024,01:45,20/02/2024,19:40,36,20/02/24,21:05,190.0,10.21,"0,00","0,56","2,75","3,46",,0.0,SEL,23160.0
5038,CASABLANCA,X-PRESS SOUSSE,PORTE CONTENEUR,9981,8.0,8.5,8.0,8.1,0,0,0,0,"ALGECIRAS , TANGER MED",TANGER MED,X.PRESS CONTAINERS LINES,X.PRESS CONTAINERS LINES,19/02/2024,05:10,,,,,19/02/2024,06:30,20/02/2024,19:40,83,20/02/24,20:30,134.44,7.5,"0,00","0,00","1,55","1,64",CONTENEURS,8555.0,CONTENEURS,700.0
5039,CASABLANCA,LOWLANDS DIAMOND,VRAQUIER,25010,9.15,9.35,4.2,4.5,3,2,0,0,BARCARENA,A ORDRE,MMS CO LTD,MMS CO LTD,29/01/2024,10:23,29/01/2024 | 09/02/2024 | 17/02/2024,10:24 | 20:47 | 00:35,09/02/2024 | 13/02/2024 | 19/02/2024,09:27 | 15:02 | 21:06,13/02/2024,16:55,16/02/2024,23:30,60,19/02/24,21:07,182.87,10.35,"0,00","17,58","3,27","21,45",MAIS,32996.0,,0.0
5040,CASABLANCA,ANDREA,PORTE CONTENEUR,9981,8.0,7.0,8.0,8.0,0,0,0,0,"VALENCIA , BARCELONA",LISBOA,MINDEPARKEN AS,MINDEPARKEN AS,17/02/2024,16:09,,,,,17/02/2024,17:15,19/02/2024,14:00,80,19/02/24,14:40,134.4,8.71,"0,00","0,00","1,86","1,94",CONTENEURS,3245.0,CONTENEURS,2456.0
5041,CASABLANCA,ANTARI,CONVENTIONEL,2446,4.05,4.7,4.0,4.0,0,0,0,0,"KOPER , RIJEKA",A ORDRE,CONTI-CARWIL LTD.,KAMER SHIPPING LTD,18/02/2024,02:26,18/02/2024,02:27,19/02/2024,06:57,19/02/2024,08:00,19/02/2024,21:55,T2,19/02/24,22:56,88.0,5.51,"0,00","1,19","0,58","1,85",FARDEAUX DE BOIS,839.2,,0.0
5042,CASABLANCA,ALBERTO TOPIC,CONVENTIONEL,21571,9.7,9.7,9.7,9.7,2,2,2,0,ROSTOCK,A ORDRE,BERTOC NAVIGATION COMPANY,BERTOC NAVIGATION COMPANY,01/02/2024,02:16,01/02/2024 | 11/02/2024,02:17 | 06:24,09/02/2024 | 11/02/2024,08:48 | 12:25,11/02/2024,15:00,18/02/2024,00:30,"62 ,30",18/02/24,01:30,179.96,9.82,"0,00","8,52","6,40","16,97",BLE TENDRE,32141.111,,0.0
5043,CASABLANCA,GLOBAL HARMONY,VRAQUIER,22988,9.75,9.75,3.6,4.7,2,2,4,0,LA PALLICE,A ORDRE,MARMEDSA,LEFKA SHIPPING LTD,31/01/2024,17:15,31/01/2024 | 10/02/2024,17:16 | 13:16,09/02/2024 | 12/02/2024,10:27 | 00:06,12/02/2024,01:30,18/02/2024,14:50,"T3T4 ,36 ,32",18/02/24,15:53,180.0,9.91,"0,00","10,17","6,56","17,94",BLE TENDRE,32499.586,,0.0
5044,CASABLANCA,HUANGHAI STRUGGLER,CONVENTIONEL,22362,9.85,10.05,7.5,8.0,2,2,2,0,HAYDARPASA,A ORDRE,HUANGHAI (HK) SHENG AN SHIPPING CO.,HUANGHAI (HK) SHENG AN SHIPPING CO.,10/02/2024,18:26,10/02/2024,18:27,14/02/2024,05:02,14/02/2024,06:50,17/02/2024,23:25,"T3T4 ,36",18/02/24,00:35,166.1,11.0,"0,00","3,44","3,69","7,26",FER BLANC,24310.098,,0.0
5045,CASABLANCA,IEVOLI SHINE,TANKER,6785,6.0,7.6,3.5,5.0,1,0,0,0,CONSTANTA,A ORDRE,MARNAVI SPA NAPOLI,MARNAVI SPA NAPOLI,15/02/2024,12:01,,,,,15/02/2024,15:00,18/02/2024,14:05,13,18/02/24,15:10,126.76,7.74,"0,00","0,00","2,96","3,13",HUILES VEGETALES,6120.0,,0.0
5046,CASABLANCA,ENDURANCE,VRAQUIER,5632,6.2,6.8,3.6,5.0,0,0,0,0,LUANDA,A ORDRE,CANDLER SCHIFAHRT GMBH. BREMEN,CANDLER SCHIFAHRT GMBH. BREMEN,15/02/2024,16:41,,,,,15/02/2024,18:10,18/02/2024,22:20,22,18/02/24,23:18,108.2,7.0,"0,00","0,00","3,17","3,28",SON DE BLE EN VRAC,6200.0,,0.0
5047,CASABLANCA,CELINE,VRAQUIER,3556,5.68,6.7,3.2,4.2,0,0,1,0,ALIAGA,A ORDRE,WHITE MILL MARINE LTD.,WHITE MILL MARINE LTD.,17/02/2024,03:31,17/02/2024,03:32,17/02/2024,06:40,17/02/2024,07:50,18/02/2024,14:30,"T2 ,12",18/02/24,15:28,89.95,6.32,"0,00","0,13","1,28","1,50",FARDEAUX FER,4968.51,,0.0
5048,CASABLANCA,NEPTUNE THARROS,ROULIER,47266,8.6,8.6,8.6,8.6,2,1,0,0,VIGO,TANGER MED,NEPTUNE LINES SHIPPING,NEPTUNE LINES,17/02/2024,16:04,,,,,17/02/2024,17:35,18/02/2024,06:45,44,18/02/24,07:32,182.8,9.0,"0,00","0,00","0,55","0,64",VEHICULES,1226.0,,0.0
5049,CASABLANCA,NAVIN OSPREY,VRAQUIER,5087,6.15,6.95,4.15,4.95,2,1,0,0,ZONGULDAK,A ORDRE,BRIGHT SHIPPING,NORDIC STORM NAVIGATION LTD.,16/02/2024,04:40,,,,,16/02/2024,07:15,18/02/2024,00:05,"12 ,12",18/02/24,01:03,112.8,7.01,"0,00","0,00","1,70","1,85",FARDEAUX FER,6306.0,,0.0
5050,CASABLANCA,BURGUNDY,PORTE CONTENEUR,36087,11.8,11.9,8.0,9.0,2,1,0,0,"MALTA FREEPORT DISTRIPARK , PIRAEUS , ALGECIRAS , ALIAGA , GEBZE , AMBARLI , VALENCIA , CONSTANTA",TANGER MED,CMA-CGM,CMA CGM S.A,15/02/2024,05:58,,,,,15/02/2024,08:55,17/02/2024,14:00,51,17/02/24,14:52,228.62,12.0,"0,00","0,00","2,21","2,37",CONTENEURS,31651.0,CONTENEURS,8203.0
5051,CASABLANCA,MSC ANNICK,PORTE CONTENEUR,40792,10.3,10.5,10.5,10.5,2,2,0,0,"LA SPEZIA , VALENCIA , BARCELONA",VALENCIA,MSC SHIP MANAGEMENT LTD,MSC SHIP MANAGEMENT LTD,15/02/2024,09:46,15/02/2024,09:47,15/02/2024,10:00,15/02/2024,14:04,17/02/2024,19:20,83,17/02/24,20:10,260.7,12.52,"0,00","0,01","2,22","2,43",CONTENEURS,27300.0,CONTENEURS,8900.0
5052,CASABLANCA,NEXOE MAERSK,PORTE CONTENEUR,27733,10.5,10.7,9.5,9.75,1,1,0,0,"FOS-SUR-MER , EL ISKANDARIYA (= ALEXANDRIA) , GENOVA , VALENCIA , BARCELONA",ALGECIRAS,MOLLER-MAERSK,MOLLER-MAERSK,15/02/2024,21:04,15/02/2024,21:15,15/02/2024,23:42,16/02/2024,00:40,17/02/2024,16:10,74,17/02/24,17:19,198.6,11.17,"0,00","0,10","1,65","1,84",CONTENEURS,9000.0,CONTENEURS,10000.0
5053,CASABLANCA,VERA A,PORTE CONTENEUR,10689,9.25,7.6,10.2,10.5,1,1,0,0,TANGER MED,TANGER MED,AURIGA SHIPPING LIMITED,AURIGA SHIPPING LIMITED,16/02/2024,04:34,,,,,16/02/2024,05:50,17/02/2024,12:40,80,17/02/24,13:36,145.91,8.57,"0,00","0,00","1,28","1,38",CONTENEURS,3900.0,CONTENEURS,2800.0
5054,CASABLANCA,WES ESTHER,CONVENTIONEL,2518,5.2,5.6,5.2,5.6,0,0,0,0,HAIFA,A ORDRE,HANSA LEVANT LINE,WESSELS REEDEREI GMBH & CO KS,16/02/2024,19:26,16/02/2024,19:27,17/02/2024,08:00,17/02/2024,08:50,17/02/2024,15:20,71,17/02/24,16:27,89.7,5.48,"0,00","0,52","0,27","0,88",CONTENEURS,72.044,,0.0
5055,CASABLANCA,GRETA,PORTE CONTENEUR,7464,7.4,7.4,7.4,7.4,0,0,0,0,"CASTELLON DE LA PLANA , ALICANTE , HUELVA , BARCELONA",HUELVA,LANGH SHIP OY AB,LANGH SHIP OY AB,16/02/2024,18:41,,,,,16/02/2024,19:35,17/02/2024,09:45,72,17/02/24,10:30,129.62,7.4,"0,00","0,00","0,59","0,66",CONTENEURS,3256.0,CONTENEURS,2456.0
5056,CASABLANCA,AKNOUL,ROULIER,6809,4.6,5.9,4.0,5.0,0,0,0,0,"MARSEILLE , BARCELONA",MARSEILLE,CMA-CGM,CMA-CGM,14/02/2024,20:55,14/02/2024,20:56,15/02/2024,06:25,15/02/2024,07:20,16/02/2024,09:45,A5,16/02/24,10:34,122.0,6.16,"0,00","0,39","1,10","1,57",CONTENEURS,1544.0,CONTENEURS,981.0
5057,CASABLANCA,CAPE BYRON,PORTE CONTENEUR,18498,5.0,6.7,11.0,11.2,1,1,0,0,"ALIAGA , HAIPHONG",ITAPOÁ,SEA LEAD DUBAI,CAPE BYRON SHIPPING LTD,16/02/2024,00:33,,,,,16/02/2024,01:50,16/02/2024,15:50,71,16/02/24,16:34,172.0,10.0,"0,00","0,00","0,58","0,67",CONTENEURS,200.0,CONTENEURS,220.0
5058,CASABLANCA,CIELO DI RABAT,PORTE CONTENEUR,21531,7.7,8.3,8.0,8.0,1,1,0,0,TANGER MED,TANGER MED,D AMICO DRY LTD,D AMICO DRY LTD,13/02/2024,08:20,15/02/2024,03:09,16/02/2024,23:10,13/02/2024,09:45,15/02/2024,02:40,71,16/02/24,23:11,182.0,11.55,"0,00","1,83","1,70","3,62",CONTENEURS,9166.0,CONTENEURS,8000.0
5059,CASABLANCA,MEDEMBORG,CONVENTIONEL,6540,7.0,7.0,4.0,5.0,0,0,0,0,"GÄVLE , TUNADAL , HARAHOLMEN",AGADIR,WAGENBORG SHIPPING B.V,WAGENBORG SHIPPING B.V,14/02/2024,18:16,,,,,14/02/2024,19:35,16/02/2024,06:10,11,16/02/24,07:07,134.5,7.13,"0,00","0,00","1,44","1,54",BOIS EN FARDEAUX PREELING,5192.0,,0.0
5060,CASABLANCA,SEVEN S,CONVENTIONEL,2449,5.35,5.6,1.95,3.35,0,0,0,0,SANTA POLA,A ORDRE,SEVEN SEAS MARITIME LTD,SEVEN SEAS MARITIME LTD,15/02/2024,13:39,,,,,15/02/2024,16:05,16/02/2024,14:25,10,16/02/24,15:26,87.86,5.35,"0,00","0,00","0,93","1,07",BIG BAG SODIUM,3500.0,,0.0
5061,CASABLANCA,ENDEAVOR,PORTE CONTENEUR,7642,4.95,5.9,6.0,7.0,0,0,0,0,"SANTA CRUZ DE TENERIFE , FERROL , LAS PALMAS DE GRAN CANARIA , ROTTERDAM , TILBURY , HUELVA , GIBRALTAR , HAMBURG",CADIZ,CMA-CGM,MS. ENDEAVOR BEWAARDER B.V.,14/02/2024,21:11,,,,,14/02/2024,22:40,15/02/2024,06:20,54,15/02/24,06:51,134.65,7.1,"0,00","0,00","0,32","0,40",CONTENEURS,1509.0,CONTENEURS,852.0
5062,CASABLANCA,TOMINI ALIZE,VRAQUIER,24940,9.75,9.75,5.0,5.0,2,2,0,0,ROUEN,A ORDRE,LAURITZEN BULKERS  A/S,TOMINI TRANSPORTS L. L. C.,23/01/2024,15:13,23/01/2024,15:14,08/02/2024,11:25,08/02/2024,13:00,15/02/2024,05:05,20,15/02/24,06:13,179.9,10.62,"0,00","15,84","6,67","22,63",BLE TENDRE,33000.0,,0.0
5063,CASABLANCA,GRANDE GHANA,ROULIER,47128,9.0,9.9,9.8,9.9,1,1,0,0,"ANTWERPEN , GENOVA , TILBURY , VALENCIA , HAMBURG",DAKAR,GRIMALDI GROUPE NAPOLI,GRIMALDI DEEP SEA S.P.A,14/02/2024,20:04,,,,,14/02/2024,21:35,15/02/2024,14:40,74,15/02/24,15:30,211.0,8.0,"0,00","0,00","0,71","0,81",CONTENEURS,900.0,CONTENEURS,1700.0
5064,CASABLANCA,MSC SUEZ,PORTE CONTENEUR,37071,11.5,11.5,10.5,10.5,3,2,0,0,"LE HAVRE , ANTWERPEN , VLISSINGEN , ROTTERDAM",LAS PALMAS DE GRAN CANARIA,TARANTO SHIPPING LTD,TARANTO SHIPPING LTD,13/02/2024,22:26,,,,,13/02/2024,23:35,15/02/2024,08:50,83,15/02/24,09:30,237.0,10.5,"0,00","0,00","1,39","1,46",CONTENEURS,9800.0,CONTENEURS,7900.0
5065,CASABLANCA,SINE A,PORTE CONTENEUR,27910,9.85,11.6,9.85,11.6,2,1,0,0,"GEMLIK , ISTANBUL",BARCELONA,ARKAS SHIPPING AND TRANSPORT,ARKAS,14/02/2024,03:16,,,,,14/02/2024,04:30,15/02/2024,12:40,80,15/02/24,13:30,222.15,10.6,"0,00","0,00","1,34","1,43",CONTENEURS,3900.0,CONTENEURS,2800.0
5066,CASABLANCA,WEC MAJORELLE,PORTE CONTENEUR,6362,5.7,6.9,6.0,7.0,0,0,1,0,"ALGECIRAS , VALENCIA , BARCELONA",LEIXOES,X.PRESS CONTAINERS LINES,ARA HALIFAX SHIPPING BV,14/02/2024,15:21,,,,,14/02/2024,16:40,15/02/2024,11:10,"51 ,71",15/02/24,11:50,121.83,6.69,"0,00","0,00","0,77","0,85",CONTENEURS,780.0,CONTENEURS,8.0
5067,CASABLANCA,JOANNA   ,PORTE CONTENEUR,16802,8.2,8.8,7.0,8.0,2,2,0,0,"ISKENDERUN , LA SPEZIA , PIRAEUS , ALGECIRAS , BEIRUT , EL ISKANDARIYA (= ALEXANDRIA) , SALERNO , LATAKIA",LEIXOES,CMA-CGM,JOANNA MARITIME LTD,13/02/2024,12:30,13/02/2024,12:31,13/02/2024,21:06,13/02/2024,22:25,14/02/2024,21:50,53,14/02/24,22:40,184.1,10.5,"0,00","0,36","0,98","1,42",CONTENEURS,3096.0,CONTENEURS,5600.0
5068,CASABLANCA,CONTSHIP PEP II,PORTE CONTENEUR,21842,11.0,11.0,9.0,9.0,2,1,0,0,"GEMLIK , PIRAEUS , ALIAGA , DERINCE ,  , VALENCIA",ALGECIRAS,COSCO SHIPPING LINE,SEA BRILLIANCE INC,11/02/2024,21:05,,,,,11/02/2024,22:50,13/02/2024,23:45,52,14/02/24,00:45,189.5,11.36,"0,00","0,00","2,04","2,15",CONTENEURS,9600.0,CONTENEURS,6000.0
5069,CASABLANCA,JAMNO,VRAQUIER,22982,9.75,9.75,3.9,7.05,2,2,2,0,ROUEN,A ORDRE,NOVA MARINE CARRIERS SA,POLSTEAM SHIPPING COMPANY LTD,31/01/2024,06:16,31/01/2024,06:17,07/02/2024,11:45,07/02/2024,13:15,14/02/2024,21:05,"T3T4 ,32",14/02/24,22:03,200.0,9.75,"0,00","7,23","7,33","14,66",BLE TENDRE,28750.0,,0.0
5070,CASABLANCA,PODLASIE,VRAQUIER,24109,3.96,5.85,10.3,10.3,2,2,2,0,TANGER MED,KLAIPEDA,POLISH STEAMSHIP COMPANY,POLISH STEAMSHIP COMPANY,06/02/2024,14:15,06/02/2024,14:16,07/02/2024,23:01,08/02/2024,01:40,14/02/2024,05:20,"36 ,T3T4",14/02/24,06:18,190.0,6.3,"0,00","1,36","6,15","7,67",,0.0,SEL,36630.0
5071,CASABLANCA,ZHE HAI 2,VRAQUIER,22295,10.0,10.15,5.8,6.3,0,0,0,0,SOHAR,A ORDRE,DST SHIPPING,SEA 1 LEASING CO.LIMITED,11/02/2024,09:16,11/02/2024,09:17,14/02/2024,16:06,,,,,,14/02/24,16:07,179.9,10.8,"0,00","3,28","0,00","3,29",BILLETTES,30500.0,,0.0
5072,CASABLANCA,K-OCEAN,PORTE CONTENEUR,6362,6.7,6.9,6.7,6.9,0,0,0,0,"ALGECIRAS , LISBOA , VIGO , LEIXOES",ALGECIRAS,"MS ""K-OCEAN"" MARITIME GMBH & CO KG","MS ""K-OCEAN"" MARITIME GMBH & CO KG",13/02/2024,22:04,,,,,13/02/2024,22:55,14/02/2024,13:35,74,14/02/24,14:19,121.76,6.69,"0,00","0,00","0,61","0,68",CONTENEURS,3454.0,CONTENEURS,3100.0
5073,CASABLANCA,LADY DEBORA,CONVENTIONEL,5381,3.5,4.5,6.9,7.5,0,0,0,0,CASABLANCA,AVILES,NAVIERA SICAR,HADAR MANAGEMENT LTD,13/02/2024,18:29,,,,,13/02/2024,19:30,14/02/2024,12:25,66,14/02/24,13:27,107.6,6.63,"0,00","0,00","0,70","0,79",,0.0,PHOSPHATE VRAC,7500.0
5074,CASABLANCA,TROUPER,PORTE CONTENEUR,9962,5.8,7.5,8.71,8.71,0,0,0,0,"LISBOA , VIGO , LEIXOES",BARCELONA,GLOBAL FEEDER SHIPPING,"MS""TROUPER""SCHIFFAHRTSGESELLSCHAFT",13/02/2024,22:40,,,,,14/02/2024,00:45,14/02/2024,03:30,80,14/02/24,04:14,134.44,8.71,"0,00","0,00","0,11","0,23",CONTENEURS,3254.0,CONTENEURS,2456.0
5075,CASABLANCA,A LA MARINE,PORTE CONTENEUR,16023,7.5,8.6,7.0,8.0,2,1,0,0,"LE HAVRE , TANGER MED , ANTWERPEN , ROTTERDAM , TILBURY , VIGO , HAMBURG",AGADIR,CMA-CGM,WILHELMSEN SHIPMANAGEMENT SINGAPORE,12/02/2024,02:58,12/02/2024,02:59,12/02/2024,18:55,12/02/2024,21:45,13/02/2024,21:05,54,13/02/24,22:22,171.0,9.3,"0,00","0,66","0,97","1,81",CONTENEURS,7145.0,CONTENEURS,3797.0
5076,CASABLANCA,RIZABEY,VRAQUIER,15609,9.6,9.75,5.0,5.0,2,2,0,0,LA PALLICE,A ORDRE,RIZABEY SHIPPING LTD,RIZABEY SHIPPING LTD,27/01/2024,17:23,27/01/2024,17:24,11/02/2024,12:50,11/02/2024,14:40,13/02/2024,14:50,60,13/02/24,15:57,159.92,9.8,"0,00","14,81","2,01","16,94",BLE TENDRE,23399.898,,0.0
5077,CASABLANCA,WEC BOUMEESTER,PORTE CONTENEUR,5941,6.7,7.4,7.4,7.0,0,0,0,0,"LIVERPOOL , FIGUEIRA DA FOZ , ANTWERPEN , SETÚBAL , MOERDIJK , GIJON , MONTOIR-DE-BRETAGNE , ROTTERDAM , HAMBURG",BARCELONA,HOLLAND MAAS SCHEEPVAARTBEHEER V,HOLLAND MAAS SCHEEPVAARTBEHEER V,12/02/2024,09:02,12/02/2024,09:03,12/02/2024,10:47,12/02/2024,11:25,13/02/2024,14:00,74,13/02/24,14:45,132.23,7.5,"0,00","0,07","1,11","1,24",CONTENEURS,250.0,CONTENEURS,230.0
